Fri Apr 26 18:58:28 2024,3 Estrellas,Coro,Cono de Luz,N/A,Armonia
Fri Apr 26 18:58:28 2024,3 Estrellas,Multiplicacion,Cono de Luz,N/A,Abundancia
Fri Apr 26 18:58:28 2024,3 Estrellas,Colapso celeste,Cono de Luz,N/A,Destruccion
Fri Apr 26 18:58:28 2024,3 Estrellas,Flechas,Cono de Luz,N/A,Caceria
Fri Apr 26 18:58:28 2024,3 Estrellas,Sagacidad,Cono de Luz,N/A,Erudicion
Fri Apr 26 18:58:28 2024,4 Estrellas,Luka,Personaje,Fisico,Nihilidad
Fri Apr 26 18:58:28 2024,3 Estrellas,Sombra oculta,Cono de Luz,N/A,Nihilidad
Fri Apr 26 18:58:28 2024,3 Estrellas,Vacio,Cono de Luz,N/A,Nihilidad
Fri Apr 26 18:58:28 2024,3 Estrellas,Sombra oculta,Cono de Luz,N/A,Nihilidad
Fri Apr 26 18:58:28 2024,3 Estrellas,Cornucopia,Cono de Luz,N/A,Abundancia
Fri Apr 26 18:58:28 2024,3 Estrellas,Cornucopia,Cono de Luz,N/A,Abundancia
Fri Apr 26 18:58:28 2024,3 Estrellas,Mediacion,Cono de Luz,N/A,Armonia
Fri Apr 26 18:58:28 2024,3 Estrellas,Multiplicacion,Cono de Luz,N/A,Abundancia
Fri Apr 26 18:58:28 2024,3 Estrellas,Llave maestra,Cono de Luz,N/A,Erudicion
Fri Apr 26 18:58:28 2024,3 Estrellas,Final mutuo,Cono de Luz,N/A,Destruccion
Fri Apr 26 18:58:28 2024,4 Estrellas,Pela,Personaje,Hielo,Nihilidad
Fri Apr 26 18:58:28 2024,3 Estrellas,Flechas,Cono de Luz,N/A,Caceria
Fri Apr 26 18:58:28 2024,3 Estrellas,Final mutuo,Cono de Luz,N/A,Destruccion
Fri Apr 26 18:58:28 2024,3 Estrellas,Sagacidad,Cono de Luz,N/A,Erudicion
Fri Apr 26 18:58:28 2024,3 Estrellas,Mediacion,Cono de Luz,N/A,Armonia
Fri Apr 26 18:58:28 2024,3 Estrellas,Bucle,Cono de Luz,N/A,Nihilidad
Fri Apr 26 18:58:28 2024,3 Estrellas,Flechas,Cono de Luz,N/A,Caceria
Fri Apr 26 18:58:28 2024,3 Estrellas,Vacio,Cono de Luz,N/A,Nihilidad
Fri Apr 26 18:58:28 2024,3 Estrellas,Blindaje,Cono de Luz,N/A,Conservacion
Fri Apr 26 18:58:28 2024,3 Estrellas,Mediacion,Cono de Luz,N/A,Armonia
Fri Apr 26 19:31:09 2024,3 Estrellas,Cornucopia,Cono de Luz,N/A,Abundancia
Fri Apr 26 19:31:09 2024,4 Estrellas,Sushang,Personaje,Fisico,Caceria
Fri Apr 26 19:31:09 2024,3 Estrellas,Sombra oculta,Cono de Luz,N/A,Nihilidad
Fri Apr 26 19:31:09 2024,3 Estrellas,Archivos,Cono de Luz,N/A,Erudicion
Fri Apr 26 19:31:09 2024,3 Estrellas,Sombra oculta,Cono de Luz,N/A,Nihilidad
Fri Apr 26 19:31:09 2024,3 Estrellas,Cornucopia,Cono de Luz,N/A,Abundancia
Fri Apr 26 19:31:09 2024,4 Estrellas,Sushang,Personaje,Fisico,Caceria
Fri Apr 26 19:31:09 2024,3 Estrellas,Sombra oculta,Cono de Luz,N/A,Nihilidad
Fri Apr 26 19:31:09 2024,3 Estrellas,Archivos,Cono de Luz,N/A,Erudicion
Fri Apr 26 19:31:09 2024,3 Estrellas,Sombra oculta,Cono de Luz,N/A,Nihilidad
Fri Apr 26 19:31:09 2024,3 Estrellas,Vacio,Cono de Luz,N/A,Nihilidad
Fri Apr 26 19:31:09 2024,3 Estrellas,Ambar,Cono de Luz,N/A,Conservacion
Fri Apr 26 19:31:09 2024,3 Estrellas,Bucle,Cono de Luz,N/A,Nihilidad
Fri Apr 26 19:31:09 2024,3 Estrellas,Colapso celeste,Cono de Luz,N/A,Destruccion
Fri Apr 26 19:31:09 2024,3 Estrellas,Hogar destrozado,Cono de Luz,N/A,Destruccion
Fri Apr 26 19:31:09 2024,3 Estrellas,Fruto excelente,Cono de Luz,N/A,Abundancia
Fri Apr 26 19:31:09 2024,4 Estrellas,Hanya,Personaje,Fisico,Armonia
Fri Apr 26 19:31:09 2024,3 Estrellas,Colonizacion,Cono de Luz,N/A,Conservacion
Fri Apr 26 19:31:09 2024,3 Estrellas,Colonizacion,Cono de Luz,N/A,Conservacion
Fri Apr 26 19:31:09 2024,3 Estrellas,Multiplicacion,Cono de Luz,N/A,Abundancia
Fri Apr 26 19:31:09 2024,3 Estrellas,Hogar destrozado,Cono de Luz,N/A,Destruccion
Fri Apr 26 19:31:09 2024,3 Estrellas,Bucle,Cono de Luz,N/A,Nihilidad
Fri Apr 26 19:31:09 2024,3 Estrellas,Final mutuo,Cono de Luz,N/A,Destruccion
Fri Apr 26 19:31:09 2024,3 Estrellas,Colonizacion,Cono de Luz,N/A,Conservacion
Fri Apr 26 19:31:09 2024,3 Estrellas,Flecha voladora,Cono de Luz,N/A,Caceria
Fri Apr 26 19:31:09 2024,3 Estrellas,Bucle,Cono de Luz,N/A,Nihilidad
Fri Apr 26 19:31:09 2024,4 Estrellas,Sushang,Personaje,Fisico,Caceria
Fri Apr 26 19:31:09 2024,3 Estrellas,Mediacion,Cono de Luz,N/A,Armonia
Fri Apr 26 19:31:09 2024,3 Estrellas,Multiplicacion,Cono de Luz,N/A,Abundancia
Fri Apr 26 19:31:09 2024,4 Estrellas,Hook,Personaje,Fuego,Destruccion
Fri Apr 26 19:31:55 2024,3 Estrellas,Multiplicacion,Cono de Luz,N/A,Abundancia
Fri Apr 26 19:31:55 2024,3 Estrellas,Hogar destrozado,Cono de Luz,N/A,Destruccion
Fri Apr 26 19:31:55 2024,3 Estrellas,Hogar destrozado,Cono de Luz,N/A,Destruccion
Fri Apr 26 19:31:55 2024,3 Estrellas,Rueda mecanica,Cono de Luz,N/A,Armonia
Fri Apr 26 19:31:55 2024,3 Estrellas,Ambar,Cono de Luz,N/A,Conservacion
Fri Apr 26 19:31:55 2024,3 Estrellas,Multiplicacion,Cono de Luz,N/A,Abundancia
Fri Apr 26 19:31:55 2024,3 Estrellas,Hogar destrozado,Cono de Luz,N/A,Destruccion
